Imports Successful!
Net Init Complete.
RecordIter Setup Done.
<class 'mxnet.io.io.MXDataIter'>
<class 'mxnet.io.io.MXDataIter'>
Creating Data Loaders
<class '__main__.DataIterLoader'>
<class '__main__.DataIterLoader'>
Training Loop Started:
Epoch[0] Batch [49]:	Speed: 234.660207 samples/sec	top1-err=0.998437	top5-err=0.992500	train_loss=23616.823334
Epoch[0] Batch [10749]:	Speed: 318.282031 samples/sec	top1-err=0.952472	top5-err=0.862965	train_loss=3915363.556305
Epoch[0] Batch [10799]:	Speed: 318.469831 samples/sec	top1-err=0.952214	top5-err=0.862339	train_loss=3931017.542816
Epoch[0] Batch [10849]:	Speed: 318.333840 samples/sec	top1-err=0.951948	top5-err=0.861760	train_loss=3946668.972260
Epoch[0] Batch [10899]:	Speed: 318.116370 samples/sec	top1-err=0.951657	top5-err=0.861177	train_loss=3962202.993774
Epoch[0] Batch [10949]:	Speed: 318.382538 samples/sec	top1-err=0.951368	top5-err=0.860636	train_loss=3977861.718628
Epoch[0] Batch [10999]:	Speed: 317.460230 samples/sec	top1-err=0.951102	top5-err=0.860068	train_loss=3993245.034302
Epoch[0] Batch [11049]:	Speed: 318.411761 samples/sec	top1-err=0.950843	top5-err=0.859525	train_loss=4008889.077728
Epoch[0] Batch [11099]:	Speed: 317.279717 samples/sec	top1-err=0.950549	top5-err=0.858909	train_loss=4024341.229279
Epoch[0] Batch [11149]:	Speed: 317.578995 samples/sec	top1-err=0.950307	top5-err=0.858355	train_loss=4039896.854126
Epoch[0] Batch [11199]:	Speed: 316.724054 samples/sec	top1-err=0.950059	top5-err=0.857775	train_loss=4055453.379883
Epoch[0] Batch [11249]:	Speed: 317.804948 samples/sec	top1-err=0.949792	top5-err=0.857194	train_loss=4070838.019165
Epoch[0] Batch [11299]:	Speed: 319.178468 samples/sec	top1-err=0.949526	top5-err=0.856619	train_loss=4086233.612549
Epoch[0] Batch [11349]:	Speed: 318.042904 samples/sec	top1-err=0.949273	top5-err=0.856057	train_loss=4101651.296844
Epoch[0] Batch [11399]:	Speed: 318.239695 samples/sec	top1-err=0.948983	top5-err=0.855456	train_loss=4117085.363159
Epoch[0] Batch [11449]:	Speed: 318.143810 samples/sec	top1-err=0.948712	top5-err=0.854909	train_loss=4132563.814423
Epoch[0] Batch [11499]:	Speed: 318.915007 samples/sec	top1-err=0.948466	top5-err=0.854360	train_loss=4147979.891296
Epoch[0] Batch [11549]:	Speed: 318.190715 samples/sec	top1-err=0.948201	top5-err=0.853753	train_loss=4163131.929871
Epoch[0] Batch [11599]:	Speed: 318.126353 samples/sec	top1-err=0.947951	top5-err=0.853252	train_loss=4178656.847809
Epoch[0] Batch [11649]:	Speed: 318.212540 samples/sec	top1-err=0.947685	top5-err=0.852682	train_loss=4194072.251984
Epoch[0] Batch [11699]:	Speed: 317.991665 samples/sec	top1-err=0.947443	top5-err=0.852113	train_loss=4209531.427704
Epoch[0] Batch [11749]:	Speed: 318.272695 samples/sec	top1-err=0.947206	top5-err=0.851564	train_loss=4224959.818939
Epoch[0] Batch [11799]:	Speed: 318.084518 samples/sec	top1-err=0.946969	top5-err=0.851017	train_loss=4240351.747131
Epoch[0] Batch [11849]:	Speed: 318.201277 samples/sec	top1-err=0.946741	top5-err=0.850463	train_loss=4255636.862396
Epoch[0] Batch [11899]:	Speed: 317.644812 samples/sec	top1-err=0.946475	top5-err=0.849875	train_loss=4270866.933990
Epoch[0] Batch [11949]:	Speed: 318.337985 samples/sec	top1-err=0.946209	top5-err=0.849311	train_loss=4286052.366882
Epoch[0] Batch [11999]:	Speed: 318.447042 samples/sec	top1-err=0.945962	top5-err=0.848777	train_loss=4301407.005096
Epoch[0] Batch [12049]:	Speed: 317.868209 samples/sec	top1-err=0.945703	top5-err=0.848190	train_loss=4316649.935516
Epoch[0] Batch [12099]:	Speed: 296.778208 samples/sec	top1-err=0.945416	top5-err=0.847629	train_loss=4331825.530273
Epoch[0] Batch [12149]:	Speed: 316.533687 samples/sec	top1-err=0.945168	top5-err=0.847073	train_loss=4346915.172974
Epoch[0] Batch [12199]:	Speed: 318.148146 samples/sec	top1-err=0.944940	top5-err=0.846568	train_loss=4362195.986267
Epoch[0] Batch [12249]:	Speed: 318.486003 samples/sec	top1-err=0.944686	top5-err=0.846001	train_loss=4377294.329010
Epoch[0] Batch [12299]:	Speed: 318.502864 samples/sec	top1-err=0.944388	top5-err=0.845440	train_loss=4392391.791138
Epoch[0] Batch [12349]:	Speed: 317.887467 samples/sec	top1-err=0.944117	top5-err=0.844870	train_loss=4407575.478485
Epoch[0] Batch [12399]:	Speed: 318.389638 samples/sec	top1-err=0.943873	top5-err=0.844338	train_loss=4422803.360291
Epoch[0] Batch [12449]:	Speed: 318.082927 samples/sec	top1-err=0.943589	top5-err=0.843760	train_loss=4437862.935059
Epoch[0] Batch [12499]:	Speed: 317.732039 samples/sec	top1-err=0.943340	top5-err=0.843215	train_loss=4452977.145782
Epoch[0] Batch [12549]:	Speed: 317.795332 samples/sec	top1-err=0.943121	top5-err=0.842714	train_loss=4468147.945404
Epoch[0] Batch [12599]:	Speed: 317.737410 samples/sec	top1-err=0.942871	top5-err=0.842150	train_loss=4483214.275818
Epoch[0] Batch [12649]:	Speed: 317.753763 samples/sec	top1-err=0.942625	top5-err=0.841635	train_loss=4498277.014709
Epoch[0] Batch [12699]:	Speed: 318.147626 samples/sec	top1-err=0.942355	top5-err=0.841112	train_loss=4513433.862061
Epoch[0] Batch [12749]:	Speed: 317.914898 samples/sec	top1-err=0.942075	top5-err=0.840507	train_loss=4528249.795990
Epoch[0] Batch [12799]:	Speed: 317.851904 samples/sec	top1-err=0.941855	top5-err=0.840017	train_loss=4543435.713715
Epoch[0] Batch [12849]:	Speed: 297.750724 samples/sec	top1-err=0.941650	top5-err=0.839539	train_loss=4558689.126221
Epoch[0] Batch [12899]:	Speed: 316.602126 samples/sec	top1-err=0.941435	top5-err=0.839041	train_loss=4573934.743500
Epoch[0] Batch [12949]:	Speed: 318.445221 samples/sec	top1-err=0.941193	top5-err=0.838523	train_loss=4589103.035126
Epoch[0] Batch [12999]:	Speed: 318.117886 samples/sec	top1-err=0.940968	top5-err=0.838053	train_loss=4604279.550232
Epoch[0] Batch [13049]:	Speed: 318.347174 samples/sec	top1-err=0.940656	top5-err=0.837501	train_loss=4619109.458038
Epoch[0] Batch [13099]:	Speed: 318.364398 samples/sec	top1-err=0.940401	top5-err=0.836999	train_loss=4634136.067932
Epoch[0] Batch [13149]:	Speed: 318.893980 samples/sec	top1-err=0.940160	top5-err=0.836504	train_loss=4649221.203247
Epoch[0] Batch [13199]:	Speed: 317.928920 samples/sec	top1-err=0.939906	top5-err=0.835979	train_loss=4664235.852600
Epoch[0] Batch [13249]:	Speed: 317.995492 samples/sec	top1-err=0.939656	top5-err=0.835432	train_loss=4679163.593048
Epoch[0] Batch [13299]:	Speed: 318.333032 samples/sec	top1-err=0.939424	top5-err=0.834947	train_loss=4694269.662842
Epoch[0] Batch [13349]:	Speed: 317.879984 samples/sec	top1-err=0.939176	top5-err=0.834424	train_loss=4709137.315674
Epoch[0] Batch [13399]:	Speed: 316.904287 samples/sec	top1-err=0.938911	top5-err=0.833885	train_loss=4724068.865051
Epoch[0] Batch [13449]:	Speed: 318.037094 samples/sec	top1-err=0.938684	top5-err=0.833433	train_loss=4739107.627563
Epoch[0] Batch [13499]:	Speed: 318.599010 samples/sec	top1-err=0.938414	top5-err=0.832940	train_loss=4754011.106171
Epoch[0] Batch [13549]:	Speed: 309.740519 samples/sec	top1-err=0.938175	top5-err=0.832446	train_loss=4768933.552765
Epoch[0] Batch [13599]:	Speed: 299.620222 samples/sec	top1-err=0.937933	top5-err=0.831929	train_loss=4783847.374710
Epoch[0] Batch [13649]:	Speed: 318.320650 samples/sec	top1-err=0.937688	top5-err=0.831391	train_loss=4798496.131454
Epoch[0] Batch [13699]:	Speed: 318.251715 samples/sec	top1-err=0.937430	top5-err=0.830882	train_loss=4813271.668045
Epoch[0] Batch [13749]:	Speed: 318.740701 samples/sec	top1-err=0.937143	top5-err=0.830318	train_loss=4827863.380051
Epoch[0] Batch [13799]:	Speed: 318.615521 samples/sec	top1-err=0.936937	top5-err=0.829853	train_loss=4842895.796585
Epoch[0] Batch [13849]:	Speed: 318.554260 samples/sec	top1-err=0.936672	top5-err=0.829282	train_loss=4857531.221024
Epoch[0] Batch [13899]:	Speed: 318.382946 samples/sec	top1-err=0.936408	top5-err=0.828721	train_loss=4872124.726547
Epoch[0] Batch [13949]:	Speed: 318.680716 samples/sec	top1-err=0.936131	top5-err=0.828182	train_loss=4886676.608063
Epoch[0] Batch [13999]:	Speed: 318.515736 samples/sec	top1-err=0.935857	top5-err=0.827637	train_loss=4901279.463837
Epoch[0] Batch [14049]:	Speed: 295.829355 samples/sec	top1-err=0.935596	top5-err=0.827130	train_loss=4915946.866684
Epoch[0] Batch [14099]:	Speed: 315.255626 samples/sec	top1-err=0.935298	top5-err=0.826582	train_loss=4930526.670212
Epoch[0] Batch [14149]:	Speed: 317.784150 samples/sec	top1-err=0.935060	top5-err=0.826074	train_loss=4945305.737137
Epoch[0] Batch [14199]:	Speed: 317.836737 samples/sec	top1-err=0.934829	top5-err=0.825569	train_loss=4959974.746292
Epoch[0] Batch [14249]:	Speed: 317.981510 samples/sec	top1-err=0.934610	top5-err=0.825089	train_loss=4974906.477249
Epoch[0] Batch [14299]:	Speed: 318.052830 samples/sec	top1-err=0.934375	top5-err=0.824554	train_loss=4989626.027939
Epoch[0] Batch [14349]:	Speed: 317.427623 samples/sec	top1-err=0.934103	top5-err=0.824024	train_loss=5004236.397934
Epoch[0] Batch [14399]:	Speed: 317.549241 samples/sec	top1-err=0.933845	top5-err=0.823473	train_loss=5018712.528046
Epoch[0] Batch [14449]:	Speed: 317.263367 samples/sec	top1-err=0.933592	top5-err=0.822987	train_loss=5033305.348511
Epoch[0] Batch [14499]:	Speed: 318.103432 samples/sec	top1-err=0.933323	top5-err=0.822468	train_loss=5047967.159393
Epoch[0] Batch [14549]:	Speed: 318.024433 samples/sec	top1-err=0.933094	top5-err=0.821966	train_loss=5062516.038452
Epoch[0] Batch [14599]:	Speed: 298.195306 samples/sec	top1-err=0.932849	top5-err=0.821481	train_loss=5077090.240845
Epoch[0] Batch [14649]:	Speed: 314.553644 samples/sec	top1-err=0.932593	top5-err=0.820944	train_loss=5091498.467438
Epoch[0] Batch [14699]:	Speed: 318.040982 samples/sec	top1-err=0.932365	top5-err=0.820470	train_loss=5106104.414948
Epoch[0] Batch [14749]:	Speed: 317.304312 samples/sec	top1-err=0.932090	top5-err=0.819919	train_loss=5120594.329132
Epoch[0] Batch [14799]:	Speed: 292.163955 samples/sec	top1-err=0.931862	top5-err=0.819396	train_loss=5135224.472961
Epoch[0] Batch [14849]:	Speed: 317.630131 samples/sec	top1-err=0.931614	top5-err=0.818919	train_loss=5149714.098236
Epoch[0] Batch [14899]:	Speed: 317.776273 samples/sec	top1-err=0.931357	top5-err=0.818462	train_loss=5164268.661316
Epoch[0] Batch [14949]:	Speed: 318.152634 samples/sec	top1-err=0.931110	top5-err=0.817949	train_loss=5178780.096252
Epoch[0] Batch [14999]:	Speed: 317.788943 samples/sec	top1-err=0.930852	top5-err=0.817467	train_loss=5193225.544632
Epoch[0] Batch [15049]:	Speed: 318.212351 samples/sec	top1-err=0.930633	top5-err=0.816979	train_loss=5207720.882034
Epoch[0] Batch [15099]:	Speed: 317.201696 samples/sec	top1-err=0.930379	top5-err=0.816480	train_loss=5222144.260910
Epoch[0] Batch [15149]:	Speed: 317.456753 samples/sec	top1-err=0.930114	top5-err=0.815987	train_loss=5236473.650040
Epoch[0] Batch [15199]:	Speed: 317.421114 samples/sec	top1-err=0.929878	top5-err=0.815494	train_loss=5250876.484955
Epoch[0] Batch [15249]:	Speed: 318.192835 samples/sec	top1-err=0.929650	top5-err=0.815027	train_loss=5265542.724625
Epoch[0] Batch [15299]:	Speed: 317.540429 samples/sec	top1-err=0.929410	top5-err=0.814544	train_loss=5280026.982742
Epoch[0] Batch [15349]:	Speed: 318.398898 samples/sec	top1-err=0.929236	top5-err=0.814134	train_loss=5294604.937271
Epoch[0] Batch [15399]:	Speed: 318.379004 samples/sec	top1-err=0.928968	top5-err=0.813628	train_loss=5308973.497253
Epoch[0] Batch [15449]:	Speed: 318.007163 samples/sec	top1-err=0.928722	top5-err=0.813153	train_loss=5323410.981003
Epoch[0] Batch [15499]:	Speed: 317.972635 samples/sec	top1-err=0.928494	top5-err=0.812658	train_loss=5337754.166550
Epoch[0] Batch [15549]:	Speed: 318.148018 samples/sec	top1-err=0.928244	top5-err=0.812206	train_loss=5352170.455444
Epoch[0] Batch [15599]:	Speed: 315.845874 samples/sec	top1-err=0.928019	top5-err=0.811752	train_loss=5366600.566925
Epoch[0] Batch [15649]:	Speed: 318.018910 samples/sec	top1-err=0.927792	top5-err=0.811292	train_loss=5381060.723236
Epoch[0] Batch [15699]:	Speed: 317.647038 samples/sec	top1-err=0.927583	top5-err=0.810827	train_loss=5395511.031662
Epoch[0] Batch [15749]:	Speed: 292.211146 samples/sec	top1-err=0.927368	top5-err=0.810382	train_loss=5410054.099594
Epoch[0] Batch [15799]:	Speed: 318.007140 samples/sec	top1-err=0.927138	top5-err=0.809901	train_loss=5424408.306381
Epoch[0] Batch [15849]:	Speed: 316.006797 samples/sec	top1-err=0.926929	top5-err=0.809469	train_loss=5438828.750320
Epoch[0] Batch [15899]:	Speed: 317.745602 samples/sec	top1-err=0.926707	top5-err=0.809004	train_loss=5453341.219574
Epoch[0] Batch [15949]:	Speed: 318.571757 samples/sec	top1-err=0.926451	top5-err=0.808519	train_loss=5467631.052124
Epoch[0] Batch [15999]:	Speed: 318.164821 samples/sec	top1-err=0.926259	top5-err=0.808072	train_loss=5482066.678467
Epoch[0] Batch [16049]:	Speed: 318.112012 samples/sec	top1-err=0.926042	top5-err=0.807603	train_loss=5496344.029205
Epoch[0] Batch [16099]:	Speed: 318.217399 samples/sec	top1-err=0.925790	top5-err=0.807135	train_loss=5510561.320160
Epoch[0] Batch [16149]:	Speed: 318.104096 samples/sec	top1-err=0.925573	top5-err=0.806704	train_loss=5525089.345642
Epoch[0] Batch [16199]:	Speed: 318.396269 samples/sec	top1-err=0.925320	top5-err=0.806218	train_loss=5539183.809418
Epoch[0] Batch [16249]:	Speed: 318.358251 samples/sec	top1-err=0.925066	top5-err=0.805724	train_loss=5553308.983521
Epoch[0] Batch [16299]:	Speed: 318.604501 samples/sec	top1-err=0.924873	top5-err=0.805281	train_loss=5567640.896317
Epoch[0] Batch [16349]:	Speed: 319.157877 samples/sec	top1-err=0.924654	top5-err=0.804857	train_loss=5582046.591263
Epoch[0] Batch [16399]:	Speed: 319.512927 samples/sec	top1-err=0.924426	top5-err=0.804379	train_loss=5596172.181458
Epoch[0] Batch [16449]:	Speed: 319.113964 samples/sec	top1-err=0.924236	top5-err=0.803939	train_loss=5610392.801071
Epoch[0] Batch [16499]:	Speed: 318.911862 samples/sec	top1-err=0.924013	top5-err=0.803474	train_loss=5624692.039185
Epoch[0] Batch [16549]:	Speed: 319.109791 samples/sec	top1-err=0.923764	top5-err=0.802986	train_loss=5638716.996140
Epoch[0] Batch [16599]:	Speed: 319.310988 samples/sec	top1-err=0.923566	top5-err=0.802572	train_loss=5653058.160385
Epoch[0] Batch [16649]:	Speed: 319.678576 samples/sec	top1-err=0.923361	top5-err=0.802152	train_loss=5667370.970337
Epoch[0] Batch [16699]:	Speed: 319.470360 samples/sec	top1-err=0.923110	top5-err=0.801704	train_loss=5681549.155548
Epoch[0] Batch [16749]:	Speed: 318.688957 samples/sec	top1-err=0.922892	top5-err=0.801244	train_loss=5695861.785522
Epoch[0] Batch [16799]:	Speed: 318.628054 samples/sec	top1-err=0.922650	top5-err=0.800771	train_loss=5709929.299210
Epoch[0] Batch [16849]:	Speed: 319.313229 samples/sec	top1-err=0.922432	top5-err=0.800349	train_loss=5724211.705521
Epoch[0] Batch [16899]:	Speed: 319.099556 samples/sec	top1-err=0.922203	top5-err=0.799916	train_loss=5738421.986649
Epoch[0] Batch [16949]:	Speed: 292.696303 samples/sec	top1-err=0.921991	top5-err=0.799490	train_loss=5752672.772659
Epoch[0] Batch [16999]:	Speed: 318.576951 samples/sec	top1-err=0.921779	top5-err=0.799084	train_loss=5766840.362183
Epoch[0] Batch [17049]:	Speed: 317.887927 samples/sec	top1-err=0.921599	top5-err=0.798643	train_loss=5781201.626663
Epoch[0] Batch [17099]:	Speed: 318.896026 samples/sec	top1-err=0.921361	top5-err=0.798198	train_loss=5795384.077835
Epoch[0] Batch [17149]:	Speed: 319.442995 samples/sec	top1-err=0.921104	top5-err=0.797742	train_loss=5809245.913071
Epoch[0] Batch [17199]:	Speed: 319.494156 samples/sec	top1-err=0.920881	top5-err=0.797339	train_loss=5823366.915131
Epoch[0] Batch [17249]:	Speed: 319.611861 samples/sec	top1-err=0.920662	top5-err=0.796899	train_loss=5837501.425751
Epoch[0] Batch [17299]:	Speed: 319.448728 samples/sec	top1-err=0.920457	top5-err=0.796492	train_loss=5851785.387451
Epoch[0] Batch [17349]:	Speed: 319.563759 samples/sec	top1-err=0.920220	top5-err=0.796045	train_loss=5865808.357620
Epoch[0] Batch [17399]:	Speed: 319.133426 samples/sec	top1-err=0.919986	top5-err=0.795585	train_loss=5879590.708145
Epoch[0] Batch [17449]:	Speed: 318.378618 samples/sec	top1-err=0.919713	top5-err=0.795133	train_loss=5893506.921753
Epoch[0] Batch [17499]:	Speed: 319.144240 samples/sec	top1-err=0.919497	top5-err=0.794702	train_loss=5907415.102081
Epoch[0] Batch [17549]:	Speed: 319.015338 samples/sec	top1-err=0.919261	top5-err=0.794262	train_loss=5921555.329361
Epoch[0] Batch [17599]:	Speed: 319.526246 samples/sec	top1-err=0.919059	top5-err=0.793832	train_loss=5935697.187180
Epoch[0] Batch [17649]:	Speed: 318.927246 samples/sec	top1-err=0.918868	top5-err=0.793459	train_loss=5949859.198990
Epoch[0] Batch [17699]:	Speed: 319.270633 samples/sec	top1-err=0.918624	top5-err=0.793023	train_loss=5963811.188797
Epoch[0] Batch [17749]:	Speed: 319.406970 samples/sec	top1-err=0.918405	top5-err=0.792599	train_loss=5977858.423782
Epoch[0] Batch [17799]:	Speed: 316.735146 samples/sec	top1-err=0.918157	top5-err=0.792135	train_loss=5991692.973663
Epoch[0] Batch [17849]:	Speed: 318.868547 samples/sec	top1-err=0.917937	top5-err=0.791703	train_loss=6005641.300720
Epoch[0] Batch [17899]:	Speed: 319.263881 samples/sec	top1-err=0.917731	top5-err=0.791312	train_loss=6019698.431641
Epoch[0] Batch [17949]:	Speed: 319.905866 samples/sec	top1-err=0.917482	top5-err=0.790879	train_loss=6033563.917480
Epoch[0] Batch [17999]:	Speed: 318.760761 samples/sec	top1-err=0.917286	top5-err=0.790472	train_loss=6047700.575317
Epoch[0] Batch [18049]:	Speed: 319.156427 samples/sec	top1-err=0.917082	top5-err=0.790052	train_loss=6061633.563873
Epoch[0] Batch [18099]:	Speed: 319.605445 samples/sec	top1-err=0.916879	top5-err=0.789640	train_loss=6075661.170959
Epoch[0] Batch [18149]:	Speed: 279.216305 samples/sec	top1-err=0.916679	top5-err=0.789259	train_loss=6089887.734985
Epoch[0] Batch [18199]:	Speed: 316.881273 samples/sec	top1-err=0.916447	top5-err=0.788832	train_loss=6103705.365067
Epoch[0] Batch [18249]:	Speed: 318.838248 samples/sec	top1-err=0.916234	top5-err=0.788399	train_loss=6117585.443161
Epoch[0] Batch [18299]:	Speed: 319.673140 samples/sec	top1-err=0.916024	top5-err=0.787990	train_loss=6131510.572464
Epoch[0] Batch [18349]:	Speed: 319.459198 samples/sec	top1-err=0.915805	top5-err=0.787597	train_loss=6145561.880493
Epoch[0] Batch [18399]:	Speed: 319.737139 samples/sec	top1-err=0.915575	top5-err=0.787202	train_loss=6159465.879654
Epoch[0] Batch [18449]:	Speed: 318.719818 samples/sec	top1-err=0.915356	top5-err=0.786787	train_loss=6173296.514252
Epoch[0] Batch [18499]:	Speed: 318.455852 samples/sec	top1-err=0.915147	top5-err=0.786383	train_loss=6187225.543518
Epoch[0] Batch [18549]:	Speed: 318.706967 samples/sec	top1-err=0.914936	top5-err=0.785984	train_loss=6201254.654404
Epoch[0] Batch [18599]:	Speed: 318.415795 samples/sec	top1-err=0.914736	top5-err=0.785597	train_loss=6215273.590240
Epoch[0] Batch [18649]:	Speed: 318.545929 samples/sec	top1-err=0.914551	top5-err=0.785192	train_loss=6229285.974014
Epoch[0] Batch [18699]:	Speed: 319.632191 samples/sec	top1-err=0.914309	top5-err=0.784803	train_loss=6243318.962616
Epoch[0] Batch [18749]:	Speed: 318.990552 samples/sec	top1-err=0.914112	top5-err=0.784373	train_loss=6257174.943314
Epoch[0] Batch [18799]:	Speed: 318.484219 samples/sec	top1-err=0.913921	top5-err=0.783963	train_loss=6271034.205917
Epoch[0] Batch [18849]:	Speed: 319.131552 samples/sec	top1-err=0.913671	top5-err=0.783503	train_loss=6284620.724197
Epoch[0] Batch [18899]:	Speed: 319.635996 samples/sec	top1-err=0.913466	top5-err=0.783107	train_loss=6298457.709244
Epoch[0] Batch [18949]:	Speed: 319.296047 samples/sec	top1-err=0.913260	top5-err=0.782718	train_loss=6312372.931351
Epoch[0] Batch [18999]:	Speed: 318.841641 samples/sec	top1-err=0.913044	top5-err=0.782265	train_loss=6326201.102753
Epoch[0] Batch [19049]:	Speed: 319.041113 samples/sec	top1-err=0.912808	top5-err=0.781841	train_loss=6340012.366150
Epoch[0] Batch [19099]:	Speed: 319.970126 samples/sec	top1-err=0.912611	top5-err=0.781467	train_loss=6354016.733566
Epoch[0] Batch [19149]:	Speed: 319.165163 samples/sec	top1-err=0.912398	top5-err=0.781101	train_loss=6367916.547623
Epoch[0] Batch [19199]:	Speed: 319.273830 samples/sec	top1-err=0.912213	top5-err=0.780728	train_loss=6381765.358322
Epoch[0] Batch [19249]:	Speed: 319.837752 samples/sec	top1-err=0.911999	top5-err=0.780309	train_loss=6395282.539825
Epoch[0] Batch [19299]:	Speed: 319.492612 samples/sec	top1-err=0.911796	top5-err=0.779904	train_loss=6409032.792313
Epoch[0] Batch [19349]:	Speed: 319.089899 samples/sec	top1-err=0.911623	top5-err=0.779525	train_loss=6422881.914490
Epoch[0] Batch [19399]:	Speed: 293.442875 samples/sec	top1-err=0.911399	top5-err=0.779104	train_loss=6436509.719177
Epoch[0] Batch [19449]:	Speed: 293.835154 samples/sec	top1-err=0.911189	top5-err=0.778711	train_loss=6450263.973724
Epoch[0] Batch [19499]:	Speed: 319.806811 samples/sec	top1-err=0.910978	top5-err=0.778315	train_loss=6464028.802185
Epoch[0] Batch [19549]:	Speed: 319.497669 samples/sec	top1-err=0.910778	top5-err=0.777916	train_loss=6477641.557175
